business_id,date,code,description
50438,3/4/16,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
31497,9/16/15,13,Standard not met. Personnel: Supervision: Person in charge present and demonstrates knowledge of food safety principles
31497,9/16/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
31497,9/22/15,13,Standard not met. Personnel: Supervision: Person in charge present and demonstrates knowledge of food safety principles
31497,9/22/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
31497,10/5/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
50631,9/15/15,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
50631,9/15/15,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
50631,3/25/16,5,Standard not met. Food Protection: Thermometers provided and conspicuous
50631,3/25/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
50631,3/25/16,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
50631,3/25/16,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
50631,3/25/16,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
50631,3/25/16,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
42078,9/17/15,1,"Standard not met. Food Sources: Source, Records, Condition, Spoilage, Adulterated"
42078,9/17/15,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
42078,9/17/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
42078,9/17/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
42078,9/17/15,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
42078,11/5/15,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
42078,11/5/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
42078,11/5/15,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
31473,9/15/15,23,"Standard not met. Plumbing: Installed, maintained"
31473,9/15/15,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
31473,9/15/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
31473,3/14/16,12,"Standard not met. Personnel: Clean clothes, hair restraints"
31473,3/14/16,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
31473,3/14/16,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
31473,3/14/16,23,"Standard not met. Plumbing: Installed, maintained"
31473,3/14/16,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
62827,9/14/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
62827,9/14/15,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
62827,9/14/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
62827,2/22/16,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
62827,2/22/16,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
62827,2/22/16,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
62827,2/22/16,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
32994,9/9/15,5,Standard not met. Food Protection: Thermometers provided and conspicuous
32994,9/9/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
32994,2/25/16,5,Standard not met. Food Protection: Thermometers provided and conspicuous
32994,2/25/16,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
32994,2/25/16,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
32994,2/25/16,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
32994,2/25/16,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
62111,2/26/16,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
46898,9/4/15,27,"Standard not met. Garbage Disposal: Containers or receptacles, covered, adequate number, insect/rodent proof, frequency, clean. Outside storage area enclosures properly constructed, clean, controlled incineration."
46898,3/8/16,1,"Standard not met. Food Sources: Source, Records, Condition, Spoilage, Adulterated"
46898,3/8/16,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
46898,3/8/16,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
46898,3/8/16,27,"Standard not met. Garbage Disposal: Containers or receptacles, covered, adequate number, insect/rodent proof, frequency, clean. Outside storage area enclosures properly constructed, clean, controlled incineration."
46898,3/8/16,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
46898,3/8/16,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
46898,3/8/16,32,"Standard not met. Lighting: Lighting provided as required, fixtures shielded"
46898,3/8/16,33,"Standard not met. Other Operations: Toxic Items properly stored, labeled, used"
46898,3/8/16,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
46898,3/21/16,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
48825,9/4/15,5,Standard not met. Food Protection: Thermometers provided and conspicuous
48825,9/4/15,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
34103,9/10/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
34103,9/10/15,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
64622,9/4/15,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
64622,3/2/16,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
32467,2/16/16,4,Standard not met. Food Protection: Facilities to maintain product temp.
32467,2/16/16,23,"Standard not met. Plumbing: Installed, maintained"
94143,9/17/15,29,Standard not met. Outer Openings: Outer openings protected
94143,4/5/16,2,"Standard not met. Food Sources: Container, properly labeled"
94143,4/5/16,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
44452,8/31/15,4,Standard not met. Food Protection: Facilities to maintain product temp.
44452,8/31/15,5,Standard not met. Food Protection: Thermometers provided and conspicuous
44452,8/31/15,12,"Standard not met. Personnel: Clean clothes, hair restraints"
44452,8/31/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
44452,8/31/15,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
44452,8/31/15,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
44452,8/31/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
44452,8/31/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
44452,8/31/15,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
44452,9/14/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
44452,9/14/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
44452,9/14/15,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
44452,2/16/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
44452,2/16/16,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
44452,2/16/16,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
44452,2/16/16,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
76793,4/15/16,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
76793,4/15/16,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
80175,12/16/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
80175,12/16/15,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
80175,5/26/16,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
80175,5/26/16,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
80175,5/26/16,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
84976,5/17/16,33,"Standard not met. Other Operations: Toxic Items properly stored, labeled, used"
93419,1/7/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
32011,8/27/15,23,"Standard not met. Plumbing: Installed, maintained"
32011,1/28/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
30894,9/1/15,3,Standard not met. Food Protection: Potentially hazardous food - safe temp.
30894,9/1/15,4,Standard not met. Food Protection: Facilities to maintain product temp.
30894,9/1/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
30894,9/1/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
30894,9/1/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
30894,9/14/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
30894,9/14/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
30894,4/6/16,1,"Standard not met. Food Sources: Source, Records, Condition, Spoilage, Adulterated"
30894,4/6/16,3,Standard not met. Food Protection: Potentially hazardous food - safe temp.
30894,4/6/16,4,Standard not met. Food Protection: Facilities to maintain product temp.
30894,4/6/16,14,"Standard not met. Food Equipment & Utensils: Food (ice) contact surfaces designed, constructed, maintained, installed"
30894,4/6/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
30894,4/6/16,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
30894,4/21/16,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
30894,4/21/16,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
30894,4/21/16,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
86039,12/10/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
71063,12/10/15,4,Standard not met. Food Protection: Facilities to maintain product temp.
71063,12/10/15,5,Standard not met. Food Protection: Thermometers provided and conspicuous
71063,12/10/15,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
71063,12/10/15,29,Standard not met. Outer Openings: Outer openings protected
71063,12/22/15,4,Standard not met. Food Protection: Facilities to maintain product temp.
71063,12/22/15,6,Standard not met. Food Protection: Potentially hazardous food properly thawed
71063,12/22/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
71063,3/23/16,4,Standard not met. Food Protection: Facilities to maintain product temp.
71063,3/23/16,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
71063,3/23/16,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
71063,3/23/16,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
71063,3/23/16,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
71063,3/23/16,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
49749,11/23/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
49749,11/23/15,32,"Standard not met. Lighting: Lighting provided as required, fixtures shielded"
49749,4/19/16,1,"Standard not met. Food Sources: Source, Records, Condition, Spoilage, Adulterated"
49749,4/19/16,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
49749,4/19/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
49749,4/19/16,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
71366,11/4/15,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
71366,4/22/16,1,"Standard not met. Food Sources: Source, Records, Condition, Spoilage, Adulterated"
71366,4/22/16,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
35696,8/26/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
35696,8/26/15,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
35696,8/26/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
35696,2/18/16,4,Standard not met. Food Protection: Facilities to maintain product temp.
35696,2/18/16,5,Standard not met. Food Protection: Thermometers provided and conspicuous
35696,2/18/16,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
35696,2/18/16,9,Standard not met. Food Protection: Handling of food (ice) minimized. Dispensing utensils properly stored during use.
35696,2/18/16,12,"Standard not met. Personnel: Clean clothes, hair restraints"
35696,2/18/16,13,Standard not met. Personnel: Supervision: Person in charge present and demonstrates knowledge of food safety principles
35696,2/18/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
35696,2/18/16,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
35696,2/18/16,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
35696,2/18/16,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
35696,2/18/16,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
35696,2/18/16,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
35696,2/18/16,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
35696,2/18/16,32,"Standard not met. Lighting: Lighting provided as required, fixtures shielded"
35696,2/18/16,33,"Standard not met. Other Operations: Toxic Items properly stored, labeled, used"
35696,3/2/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
35696,3/2/16,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
35696,3/2/16,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
35696,3/2/16,23,"Standard not met. Plumbing: Installed, maintained"
35696,3/2/16,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
35696,3/2/16,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
35696,3/2/16,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
35696,3/2/16,1,"Standard not met. Food Sources: Source, Records, Condition, Spoilage, Adulterated"
35696,3/2/16,11,"Standard not met. Personnel: Hands washed and clean, hygienic practices preventing contamination from hands"
35696,6/29/16,5,Standard not met. Food Protection: Thermometers provided and conspicuous
35696,6/29/16,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
35696,6/29/16,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
35696,6/29/16,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
35696,6/29/16,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
35696,6/29/16,22,Standard not met. Sewage: Sewage and waste disposal
35696,6/29/16,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
35696,6/30/16,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
35696,6/30/16,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
35696,6/30/16,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
35696,6/30/16,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
96066,9/22/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
96066,9/22/15,36,"Standard not met. Conformance With Approved Procedures: Compliance with variance, specialized process, and HACCP plan"
40798,9/18/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
40798,1/11/16,13,Standard not met. Personnel: Supervision: Person in charge present and demonstrates knowledge of food safety principles
40798,1/11/16,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
40798,1/11/16,23,"Standard not met. Plumbing: Installed, maintained"
40798,1/26/16,12,"Standard not met. Personnel: Clean clothes, hair restraints"
94120,6/10/16,1,"Standard not met. Food Sources: Source, Records, Condition, Spoilage, Adulterated"
94120,6/10/16,3,Standard not met. Food Protection: Potentially hazardous food - safe temp.
94120,6/10/16,4,Standard not met. Food Protection: Facilities to maintain product temp.
94120,6/10/16,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
94120,6/10/16,11,"Standard not met. Personnel: Hands washed and clean, hygienic practices preventing contamination from hands"
94120,6/10/16,12,"Standard not met. Personnel: Clean clothes, hair restraints"
94120,6/10/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
94120,6/10/16,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
94120,6/10/16,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
94120,6/10/16,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
94120,6/10/16,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
94120,6/10/16,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
94120,6/10/16,22,Standard not met. Sewage: Sewage and waste disposal
94120,6/10/16,23,"Standard not met. Plumbing: Installed, maintained"
94120,6/10/16,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
94120,6/10/16,33,"Standard not met. Other Operations: Toxic Items properly stored, labeled, used"
87712,12/22/15,2,"Standard not met. Food Sources: Container, properly labeled"
87712,6/22/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
44731,11/6/15,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
44731,11/6/15,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
44731,4/12/16,1,"Standard not met. Food Sources: Source, Records, Condition, Spoilage, Adulterated"
44731,4/12/16,8,"Standard not met. Food Protection: Food Protection - storage, prep, display, service, transp."
44731,4/12/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
44731,4/12/16,16,"Standard not met. Food Equipment & Utensils: Dishwashing facilities designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge"
44731,4/12/16,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
44731,4/12/16,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
44731,4/12/16,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
44731,4/12/16,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
44731,4/12/16,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
44731,4/12/16,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
44731,4/12/16,31,"Standard not met. Floors, Walls, Ceilings & Ventilation: Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required."
44731,4/12/16,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
44731,5/2/16,12,"Standard not met. Personnel: Clean clothes, hair restraints"
44731,5/2/16,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
47076,12/16/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
47076,12/16/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
47076,12/16/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
79974,11/16/15,17,"Standard not met. Food Equipment & Utensils: Sanitization rinse, temp., conce., exp. time, equip. utensils, sanitized"
93683,8/6/15,5,Standard not met. Food Protection: Thermometers provided and conspicuous
93683,8/6/15,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
93683,8/6/15,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
93683,8/6/15,20,"Standard not met. Food Equipment & Utensils: Storage, handling of clean equipment/utensils/single service articles"
93683,8/6/15,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
93683,8/6/15,32,"Standard not met. Lighting: Lighting provided as required, fixtures shielded"
93683,8/6/15,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
93683,2/4/16,15,"Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces designed, constructed, maintained, installed"
93683,2/4/16,19,Standard not met. Food Equipment & Utensils: Food/Non-food contact surfaces of equip/utensils clean
93683,2/4/16,25,"Standard not met. Toilet & Handwashing Facilities: No., conv., designed, installed"
93683,2/4/16,26,"Standard not met. Toilet & Handwashing Facilities: Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles"
93683,2/4/16,32,"Standard not met. Lighting: Lighting provided as required, fixtures shielded"
93683,2/4/16,34,"Standard not met. Other Operations: Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used."
48520,12/30/15,9,Standard not met. Food Protection: Handling of food (ice) minimized. Dispensing utensils properly stored during use.
48520,12/30/15,18,"Standard not met. Food Equipment & Utensils: Wiping cloths clean, use restricted"
48520,12/30/15,30,"Standard not met. Floors, Walls, Ceilings & Ventilation: Floors constructed, drained, clean, good repair, covering installation, easily cleanable"
48520,6/23/16,12,"Standard not met. Personnel: Clean clothes, hair restraints"
